79,85
86,139
140,191
192,295
297,362
363,424
425,470
471,542
543,587
588,711
712,759
760,829
830,878
879,925
926,937
938,949
950,962
963,994
995,1076
1077,1191
1194,1357
1358,1399
1400,1479
1480,1532
1533,1615
1616,1663
1664,1699
1700,1769
1770,1806
1807,1830
1831,1939
1940,2082
2083,2134
2135,2143
2145,2158
2159,2170
2171,2194
2195,2222
2223,2302
2303,2428
2429,2521
2522,2666
2667,2718
2719,2771
2772,2825
2826,2861
2865,2895
2896,2961
2962,3030
3031,3084
3090,3110
3111,3132
3133,3212
3213,3252
3254,3257
3259,3264
3269,3330
3332,3346
3347,3373
3374,3425
3426,3557
3558,3623
3624,3649
3651,3664
3665,3721
3722,3738
