78,94
96,117
118,230
231,288
289,377
378,386
388,484
486,492
551,554
571,578
579,608
609,658
659,672
673,682
683,712
713,807
808,871
872,921
922,1005
1007,1108
1109,1212
1213,1280
1281,1362
1363,1390
1391,1405
1448,1476
1477,1495
1496,1510
1511,1604
1605,1682
1684,1692
1693,1802
1804,1807
1808,1842
1844,1858
1860,1878
1880,1913
1915,2003
2005,2010
2011,2055
2056,2190
2191,2236
2237,2282
2283,2377
2378,2421
2422,2462
2463,2696
2697,2753
2754,2828
2829,2846
2847,2864
2865,2986
2987,3066
3067,3152
3154,3189
3190,3294
