77,81
82,92
97,177
267,285
302,333
334,360
361,383
409,412
413,422
423,441
455,470
473,476
478,487
488,493
494,508
509,517
603,613
615,619
622,636
637,645
646,654
655,663
664,670
675,700
701,709
710,716
717,728
729,738
739,745
746,758
759,766
767,772
773,799
800,811
850,873
874,900
901,913
914,926
927,942
943,954
955,968
969,976
978,981
1167,1189
1190,1212
1213,1229
1230,1243
1244,1257
1259,1262
1263,1269
1270,1279
1280,1288
1289,1298
1299,1306
1307,1332
1333,1361
1362,1385
1386,1400
1401,1418
1419,1428
1429,1448
1449,1455
1457,1469
1470,1482
1483,1509
1512,1550
1551,1576
1577,1587
1588,1619
1620,1645
1646,1665
1677,1684
1685,1694
1699,1714
1715,1731
1732,1740
1741,1750
1751,1772
1773,1791
1792,1809
1810,1820
1821,1830
1831,1837
1838,1846
1847,1859
1860,1870
1871,1888
1889,1902
1903,1915
1916,1928
1929,1938
1939,1955
1956,1971
1972,1987
1988,1998
1999,2006
2007,2014
2015,2020
2021,2038
2039,2061
2062,2076
2077,2088
2089,2111
2112,2132
2133,2151
2152,2163
2164,2178
2179,2187
2188,2197
2198,2208
2209,2219
2220,2227
2228,2244
2245,2268
2269,2276
2277,2290
2291,2299
2300,2334
2335,2355
2357,2369
2370,2374
2375,2380
2381,2393
2394,2404
2405,2415
2416,2427
2428,2440
2441,2448
2449,2466
2467,2492
2493,2502
2503,2512
2513,2531
2532,2544
2545,2559
2560,2563
2565,2578
2579,2613
2614,2622
2623,2633
2634,2644
2645,2657
2658,2666
2667,2681
2682,2691
2692,2701
2702,2713
2714,2725
2726,2741
2742,2756
2757,2766
2771,2777
2778,2785
2788,2791
2793,2798
2799,2807
2808,2817
2818,2825
2838,2858
2859,2868
2869,2874
2875,2890
2891,2904
2905,2916
2917,2927
2928,2933
2934,2946
2947,2957
2958,2988
2989,3001
3002,3012
3013,3022
3023,3035
3036,3043
3044,3081
3082,3094
3095,3110
3111,3131
3132,3153
3154,3170
3171,3188
3189,3209
3210,3220
3221,3233
3234,3253
3254,3258
3259,3266
3267,3287
3288,3320
3321,3333
3334,3347
3348,3360
3361,3369
3370,3378
3379,3397
3398,3416
3417,3440
3441,3447
3448,3453
3454,3464
3465,3485
3486,3505
3507,3521
3522,3525
3526,3540
3541,3553
3554,3574
3575,3589
3590,3599
3600,3613
3614,3617
3618,3639
3640,3682
3683,3700
3701,3710
3711,3716
3717,3736
3737,3749
3750,3767
3768,3775
3776,3793
3794,3803
3804,3814
