76,86
87,105
106,128
129,150
151,165
166,188
189,197
198,232
233,249
250,270
271,292
293,307
308,328
329,367
368,386
387,409
410,427
428,452
453,476
477,502
503,519
520,540
541,549
550,569
570,585
586,604
605,612
613,633
634,642
643,652
653,685
686,706
707,761
762,799
800,825
826,849
850,875
876,894
895,924
925,939
940,952
953,962
963,975
976,982
983,1036
1037,1050
1051,1069
1070,1083
1084,1100
1101,1113
1114,1126
1127,1148
1149,1173
1174,1178
1179,1188
1189,1215
1216,1232
1233,1247
1248,1283
1284,1319
1320,1353
1354,1365
1366,1375
1376,1387
1388,1398
1399,1419
1420,1438
1439,1453
1454,1467
1468,1508
1509,1516
1517,1524
1525,1533
1534,1542
1543,1547
1548,1553
1554,1567
1568,1580
1581,1596
1597,1617
1618,1635
1636,1641
1642,1653
1654,1686
1687,1712
1713,1716
1717,1731
1732,1744
1745,1750
1751,1765
1766,1771
1772,1786
1787,1814
1815,1833
1834,1845
1846,1879
1880,1911
1912,1916
1920,1951
1952,1960
1961,1986
1987,1995
1996,2010
2011,2017
2018,2030
2031,2054
2055,2072
2073,2079
2080,2119
2120,2168
2171,2188
2189,2199
2201,2209
2210,2223
2224,2233
2234,2247
2248,2256
2257,2265
2266,2270
